kepid;koi_disposition;koi_pdisposition;koi_score;koi_period;koi_impact;koi_duration;koi_depth;koi_prad;koi_sma;koi_teq;koi_model_snr
3109937;FALSE POSITIVE;FALSE POSITIVE;0.0000;37.809539000;0.0300;7.54700;4.8740e+02;1.79;0.2139;483.0;9.70
9386171;FALSE POSITIVE;FALSE POSITIVE;;381.186540000;0.4109;9.73000;9.8500e+02;2.29;0.9537;193.0;9.00
11350118;CANDIDATE;CANDIDATE;0.9420;12.003678000;0.0760;2.79900;2.8170e+02;0.97;0.0856;503.0;12.00
11671579;CONFIRMED;CANDIDATE;1.0000;5.176249970;0.0970;5.26100;7.8700e+01;1.31;0.0586;1243.0;13.40
11553598;FALSE POSITIVE;FALSE POSITIVE;;370.620710000;0.1419;12.58000;3.4430e+02;2.12;1.0537;295.0;10.50
12069414;FALSE POSITIVE;FALSE POSITIVE;0.0010;0.589458602;0.0860;0.82780;1.5840e+02;0.98;0.0124;1848.0;17.30
9216775;CONFIRMED;CANDIDATE;0.8720;3.917946760;0.3370;2.54900;1.1650e+02;0.94;0.0482;1030.0;13.50
2572029;CANDIDATE;CANDIDATE;1.0000;6.005996600;0.1350;3.09600;3.9200e+01;0.73;0.0658;1130.0;7.80
7905106;CANDIDATE;CANDIDATE;0.8280;4.224269890;0.7160;4.22000;1.3600e+01;0.35;0.0494;1069.0;11.00
9007151;CANDIDATE;CANDIDATE;;330.906041000;0.0050;3.84600;7.4000e+02;2.05;0.8830;225.0;7.30
4450844;CANDIDATE;CANDIDATE;0.9990;56.347951700;0.7680;8.78900;4.3600e+01;1.06;0.2841;586.0;15.10
8443265;FALSE POSITIVE;FALSE POSITIVE;;0.614701901;0.2344;0.94700;1.3160e+02;0.82;0.0126;1656.0;11.20
3240406;FALSE POSITIVE;FALSE POSITIVE;0.0000;0.934181579;0.6200;3.94300;1.2100e+01;0.79;0.0228;3268.0;19.80
11181260;CANDIDATE;CANDIDATE;0.9390;19.977859900;0.1720;5.96000;8.3400e+01;1.07;0.1547;773.0;12.80
5090803;FALSE POSITIVE;FALSE POSITIVE;;379.652610000;0.1971;19.04000;8.2300e+01;1.20;0.9747;330.0;8.00
2558163;CANDIDATE;CANDIDATE;0.9610;17.543847000;0.5790;5.94800;1.9630e+02;1.15;0.1260;658.0;9.90
8107611;CANDIDATE;CANDIDATE;1.0000;3.818371700;0.8780;2.68700;5.0800e+01;1.39;0.0528;1683.0;11.80
8377197;FALSE POSITIVE;FALSE POSITIVE;;1.215181097;0.1356;1.29500;3.9700e+01;0.87;0.0241;2230.0;11.80
6137779;FALSE POSITIVE;FALSE POSITIVE;;21.532491500;0.5366;4.15600;1.0050e+02;1.47;0.1622;876.0;12.10
11913072;FALSE POSITIVE;FALSE POSITIVE;0.0000;3.747795830;0.3900;3.15700;8.8500e+01;1.06;0.0496;1324.0;14.40
8752940;CANDIDATE;CANDIDATE;0.8350;9.078291710;0.1640;0.78300;5.3090e+02;3.69;0.0838;984.0;7.00
9083470;FALSE POSITIVE;FALSE POSITIVE;0.0000;0.918422380;1.1860;5.66400;1.6290e+02;16.07;0.0173;1525.0;12.90
5783732;FALSE POSITIVE;FALSE POSITIVE;;373.432330000;0.0802;16.50000;1.6670e+02;1.48;0.9997;290.0;12.90
6278762;CONFIRMED;CANDIDATE;1.0000;9.740485080;0.8900;1.69930;1.2140e+02;0.95;0.0790;673.0;25.80
7900100;FALSE POSITIVE;FALSE POSITIVE;;397.737810000;0.1656;13.08000;4.6080e+02;2.20;1.0889;264.0;8.80
9849884;FALSE POSITIVE;FALSE POSITIVE;0.0000;5.357451210;0.1190;2.59200;7.8200e+01;1.65;0.0639;1457.0;16.40
11243547;FALSE POSITIVE;FALSE POSITIVE;0.0000;2.161326620;0.7780;4.48700;1.1220e+02;0.50;0.0250;687.0;25.30
4384909;CANDIDATE;CANDIDATE;0.6550;6.410971790;0.2610;2.58200;2.3350e+02;1.40;0.0669;886.0;8.50
9009036;CONFIRMED;CANDIDATE;0.5520;6.762893080;0.5530;6.20400;5.0900e+01;1.21;0.0761;1337.0;14.60
11506654;CANDIDATE;CANDIDATE;0.7520;75.211637300;0.0580;3.20300;3.6260e+02;2.83;0.3708;516.0;13.10
5687700;CANDIDATE;CANDIDATE;0.9360;6.362834140;0.1410;3.75200;1.5940e+02;1.12;0.0666;956.0;9.90
8806985;CANDIDATE;CANDIDATE;1.0000;7.537374980;0.2250;3.96600;4.1100e+01;0.93;0.0802;1210.0;11.30
10491525;FALSE POSITIVE;FALSE POSITIVE;0.0030;1.098446420;0.7270;1.52800;4.5000e+01;1.73;0.0224;2921.0;15.10
3859042;FALSE POSITIVE;FALSE POSITIVE;0.0000;25.949470000;0.6780;15.70000;2.3830e+02;1.22;0.1613;508.0;8.20
6527078;CANDIDATE;CANDIDATE;0.5210;7.576008860;0.2670;3.36100;4.9000e+01;0.54;0.0714;778.0;12.50
4946049;FALSE POSITIVE;FALSE POSITIVE;0.0000;1.878913800;0.5360;4.27900;3.0200e+01;1.90;0.0379;3330.0;17.80
2857607;CONFIRMED;CANDIDATE;0.9990;41.868199600;0.9230;5.78300;1.5070e+02;1.25;0.2301;492.0;12.50
5559651;FALSE POSITIVE;FALSE POSITIVE;0.0000;0.514771509;0.2220;1.25600;4.3400e+01;0.57;0.0124;2113.0;12.00
5962262;CONFIRMED;CANDIDATE;0.9920;8.617427380;0.0590;2.71300;1.5490e+02;1.01;0.0763;733.0;11.30
5437348;FALSE POSITIVE;FALSE POSITIVE;;35.945188000;0.1278;8.23000;7.2600e+01;1.50;0.2360;789.0;4.10
8429668;FALSE POSITIVE;FALSE POSITIVE;0.0000;5.007493780;0.2060;2.89800;5.6600e+01;1.68;0.0534;1499.0;14.70
7429240;CONFIRMED;CANDIDATE;1.0000;196.436796000;0.0190;8.55600;6.3190e+02;2.33;0.6446;292.0;14.40
10120548;CANDIDATE;CANDIDATE;0.8510;8.830368100;0.7460;3.42600;2.9620e+02;1.32;0.0767;676.0;10.90
4474462;CANDIDATE;CANDIDATE;0.8860;12.857558950;0.5500;4.83100;1.0650e+02;1.23;0.1045;860.0;14.20
7032001;FALSE POSITIVE;FALSE POSITIVE;0.0000;0.566810643;0.3150;3.47100;4.5600e+01;0.52;0.0126;1976.0;17.20
4141593;CANDIDATE;CANDIDATE;0.7910;33.502923000;0.7560;11.94700;7.0900e+01;1.08;0.1984;645.0;12.50
10003058;CANDIDATE;CANDIDATE;0.8980;148.568877000;0.2430;4.39900;4.0440e+02;5.97;0.6365;555.0;11.60
9031703;CANDIDATE;CANDIDATE;0.9490;9.333548600;0.7250;6.64300;7.1200e+01;1.69;0.0888;1082.0;11.70
6199864;FALSE POSITIVE;FALSE POSITIVE;;262.477098000;0.0753;5.81600;1.0160e+03;1.92;0.6821;178.0;9.70
9577855;FALSE POSITIVE;FALSE POSITIVE;0.0100;2.210305720;0.2330;2.49200;9.2000e+01;1.06;0.0347;1572.0;11.40
12204137;CANDIDATE;CANDIDATE;0.8170;9.540608550;0.0310;1.86900;4.6200e+02;1.75;0.0830;735.0;11.20
4386607;FALSE POSITIVE;FALSE POSITIVE;0.1910;5.993218720;0.0200;3.92000;2.0320e+02;1.23;0.0638;952.0;9.50
5389956;CANDIDATE;CANDIDATE;0.9800;1.809267340;0.3850;2.46900;9.8000e+01;0.89;0.0289;1444.0;10.90
12108364;FALSE POSITIVE;FALSE POSITIVE;0.0000;0.705441890;0.3280;1.77200;1.3350e+02;1.04;0.0155;1960.0;13.90
8295671;FALSE POSITIVE;FALSE POSITIVE;0.0000;0.981399749;0.4080;0.50510;1.5830e+02;1.21;0.0192;1820.0;16.20
10662202;CANDIDATE;CANDIDATE;0.9150;5.044139870;0.7270;1.62300;1.7200e+02;1.18;0.0533;862.0;10.20
10407210;FALSE POSITIVE;FALSE POSITIVE;0.0000;0.933728755;0.6450;4.36300;1.3500e+01;0.72;0.0208;2777.0;17.90
7457278;FALSE POSITIVE;FALSE POSITIVE;0.0000;12.607591424;0.9960;29.12670;7.9500e+01;1.61;0.1089;809.0;41.60
3934657;CANDIDATE;CANDIDATE;0.9040;5.369408400;0.8370;3.94900;4.0000e+01;0.62;0.0590;974.0;8.00
7515336;CANDIDATE;CANDIDATE;0.9950;5.656902810;0.0140;3.58300;3.2200e+01;0.74;0.0619;1159.0;10.40
8984755;FALSE POSITIVE;FALSE POSITIVE;0.0000;0.734573766;0.0440;1.29500;6.8400e+01;0.86;0.0151;2061.0;11.40
7366895;FALSE POSITIVE;FALSE POSITIVE;;289.860460000;0.3711;11.10300;2.3450e+02;1.50;0.8494;279.0;10.30
10729472;FALSE POSITIVE;FALSE POSITIVE;;357.130890000;0.1365;13.04000;3.3050e+02;1.62;0.9831;246.0;11.80
6200612;FALSE POSITIVE;FALSE POSITIVE;;370.506840000;0.0647;12.13200;4.1860e+02;2.06;1.0251;277.0;8.80
9777200;FALSE POSITIVE;FALSE POSITIVE;0.0000;1.332580225;0.5190;2.05700;4.6300e+01;2.18;0.0293;3111.0;16.40
3557560;CANDIDATE;CANDIDATE;0.9620;7.429932200;0.8260;4.01300;1.6490e+02;1.81;0.0738;1024.0;9.80
12109267;CANDIDATE;CANDIDATE;0.8000;79.334347000;0.6520;10.88600;1.6490e+02;1.56;0.3653;500.0;14.60
8700895;CANDIDATE;CANDIDATE;0.8780;5.682516050;0.0000;3.47900;8.1200e+01;1.03;0.0627;1090.0;9.40
5003670;CONFIRMED;CANDIDATE;1.0000;7.991446960;0.9400;3.63900;1.4500e+02;1.53;0.0783;901.0;12.80
5200084;FALSE POSITIVE;FALSE POSITIVE;0.0000;2.903944600;0.6860;10.54200;1.3100e+01;1.17;0.0525;2637.0;32.00
4144873;FALSE POSITIVE;FALSE POSITIVE;0.3480;68.538296000;0.0020;3.62700;1.0870e+03;25.77;0.3266;1031.0;11.30
5003670;CANDIDATE;CANDIDATE;0.6070;4.526287390;0.5000;3.73600;9.9600e+01;1.02;0.0536;1089.0;12.50
9171886;FALSE POSITIVE;FALSE POSITIVE;;369.798500000;0.1382;12.56400;1.1064e+03;2.53;0.9359;225.0;11.10
3337061;FALSE POSITIVE;FALSE POSITIVE;;6.558834600;0.7173;3.03400;4.1200e+01;0.70;0.0687;973.0;8.10
5696918;FALSE POSITIVE;FALSE POSITIVE;0.0000;0.643007769;0.0120;0.69000;6.8100e+01;0.35;0.0110;1070.0;10.30
12265786;CANDIDATE;CANDIDATE;0.9960;0.597018404;0.4400;0.47780;2.4540e+02;1.09;0.0122;1578.0;16.50
8487838;FALSE POSITIVE;FALSE POSITIVE;0.0000;1.061937837;0.1250;2.31000;5.2000e+01;0.68;0.0206;1757.0;16.30
10873178;CANDIDATE;CANDIDATE;0.9550;4.820251240;0.5380;2.12900;9.4100e+01;0.78;0.0531;1018.0;8.50
11337012;CANDIDATE;CANDIDATE;1.0000;12.401926300;0.9240;4.04300;2.1110e+02;1.49;0.0984;713.0;9.50
8359569;CANDIDATE;CANDIDATE;0.8820;152.823896000;0.1190;7.73400;4.5620e+02;2.45;0.5895;395.0;9.90
8937762;FALSE POSITIVE;FALSE POSITIVE;0.9780;15.072772870;0.8910;0.77940;3.4500e+02;1.73;0.1132;635.0;13.00
2720828;FALSE POSITIVE;FALSE POSITIVE;;1.716593040;0.1534;1.15400;1.3800e+02;1.17;0.0285;1607.0;9.50
9837828;CANDIDATE;CANDIDATE;;6.808990760;1.9253;2.07700;1.1920e+03;89.29;0.0655;795.0;11.50
4857058;CANDIDATE;CANDIDATE;0.1290;77.915425000;0.4480;8.27400;1.7880e+02;1.17;0.3331;367.0;9.20
8652577;FALSE POSITIVE;FALSE POSITIVE;0.1560;358.818895000;0.8250;2.50300;6.6610e+02;2.66;0.9572;262.0;11.50
8804937;FALSE POSITIVE;FALSE POSITIVE;;181.353700000;0.5983;16.19000;4.5500e+02;2.11;0.6407;317.0;11.70
9947389;CANDIDATE;CANDIDATE;0.9720;284.727213000;0.3160;10.29900;3.5530e+02;2.02;0.8224;278.0;12.70
11912987;FALSE POSITIVE;FALSE POSITIVE;0.0000;3.747866940;0.4900;3.63200;8.0900e+01;0.89;0.0485;1176.0;19.10
3765917;CANDIDATE;CANDIDATE;0.9240;30.539293100;0.0450;6.88700;4.2820e+02;2.72;0.1942;669.0;15.00
4136659;FALSE POSITIVE;FALSE POSITIVE;0.0000;0.913244995;0.2860;0.49310;4.7800e+01;0.77;0.0185;1967.0;10.20
3438976;FALSE POSITIVE;FALSE POSITIVE;0.0000;2.975993680;0.2430;4.02300;5.5000e+01;0.79;0.0406;1395.0;13.00
7833305;CANDIDATE;CANDIDATE;0.9960;8.312244740;1.1110;2.66300;7.0800e+01;10.63;0.0726;801.0;12.20
6610064;FALSE POSITIVE;FALSE POSITIVE;0.0000;0.584148495;0.5840;1.61920;6.6200e+01;0.87;0.0130;2130.0;21.90
12647577;CANDIDATE;CANDIDATE;0.9990;12.636204800;0.1740;3.96100;1.2400e+02;1.10;0.1072;774.0;11.50
5476671;FALSE POSITIVE;FALSE POSITIVE;0.0000;0.824180121;1.1710;2.83900;2.0810e+02;17.80;0.0168;1912.0;39.70
7335972;FALSE POSITIVE;FALSE POSITIVE;0.0000;0.579770948;0.9460;1.03770;4.6790e+02;2.40;0.0135;1953.0;44.30
4252671;CANDIDATE;CANDIDATE;0.9500;23.266633000;0.0920;8.31500;4.9900e+01;2.66;0.1821;1156.0;11.40
2694632;FALSE POSITIVE;FALSE POSITIVE;0.0000;0.922255890;0.9920;4.22700;3.3000e+01;1.29;0.0188;2206.0;7.10
11153476;CANDIDATE;CANDIDATE;0.9990;7.940042810;0.0040;3.28200;8.1900e+01;0.98;0.0813;1010.0;10.70
6144039;CANDIDATE;CANDIDATE;0.9610;2.858550490;0.9720;2.34100;8.5400e+01;1.23;0.0378;1212.0;11.40
5428471;FALSE POSITIVE;FALSE POSITIVE;0.0000;0.754990960;0.3220;2.48500;2.1580e+02;1.39;0.0160;1949.0;9.90
7283710;FALSE POSITIVE;FALSE POSITIVE;;353.401910000;0.4702;6.68100;9.4800e+02;2.35;0.8982;202.0;9.10
5985713;CANDIDATE;CANDIDATE;1.0000;8.952940460;0.7180;2.99500;4.4000e+01;0.86;0.0839;1012.0;13.00
10794509;FALSE POSITIVE;FALSE POSITIVE;;1.428596987;0.7017;2.14010;5.0000e+01;1.62;0.0273;2637.0;26.10
6839010;CANDIDATE;CANDIDATE;0.9870;4.843500030;0.9060;3.04500;5.0200e+01;0.90;0.0543;1121.0;10.40
9775385;CANDIDATE;CANDIDATE;;45.163025000;0.2057;7.03000;1.3030e+02;2.35;0.2944;886.0;8.70
6197344;CANDIDATE;CANDIDATE;0.9260;36.761401100;0.9840;15.98200;1.6090e+02;1.52;0.2000;475.0;16.20
11357664;CANDIDATE;CANDIDATE;0.9490;4.373570433;0.1000;0.62300;3.6600e+02;1.23;0.0448;727.0;14.50
2576224;FALSE POSITIVE;FALSE POSITIVE;;2.217010250;0.0662;2.14800;2.9400e+01;1.16;0.0410;2371.0;11.70
3967501;FALSE POSITIVE;FALSE POSITIVE;0.0000;43.075911500;1.2560;90.95000;3.4520e+03;213.46;0.2453;1032.0;323.10
7272132;CANDIDATE;CANDIDATE;0.9850;154.674369000;0.7770;9.35000;4.3580e+02;2.29;0.5698;371.0;13.50
6437226;FALSE POSITIVE;FALSE POSITIVE;;372.626370000;0.5353;18.52000;5.4200e+02;2.38;1.0472;258.0;11.90
2710623;FALSE POSITIVE;FALSE POSITIVE;0.0000;1.020878310;0.1480;2.42900;3.3400e+01;0.64;0.0196;1903.0;9.90
3330684;FALSE POSITIVE;FALSE POSITIVE;0.0010;1.261327690;0.2890;1.24400;1.0970e+02;0.14;0.0108;447.0;9.90
2696703;FALSE POSITIVE;FALSE POSITIVE;0.0000;6.094066480;1.2350;2.08500;3.0270e+03;54.54;0.0743;1417.0;19.00
7699298;FALSE POSITIVE;FALSE POSITIVE;0.0000;1.157814100;0.5640;3.25300;5.4800e+01;1.24;0.0204;2133.0;27.80
8430053;CANDIDATE;CANDIDATE;0.9970;15.951386600;0.1970;2.28500;9.9200e+01;1.17;0.1311;849.0;9.20
7115661;FALSE POSITIVE;FALSE POSITIVE;0.0000;0.566800926;0.9710;4.40700;2.6450e+02;2.19;0.0134;2200.0;63.20
2853889;FALSE POSITIVE;FALSE POSITIVE;;24.187647700;1.8212;2.65400;1.9480e+02;118.80;0.1728;782.0;11.40
12458605;CANDIDATE;CANDIDATE;0.9640;7.785911100;0.6750;7.78800;4.5500e+01;0.68;0.0769;939.0;12.00
4845862;FALSE POSITIVE;FALSE POSITIVE;0.0020;2.449266550;0.2530;2.98800;1.0820e+02;0.76;0.0320;1033.0;10.70
10130057;FALSE POSITIVE;FALSE POSITIVE;0.0000;2.178128260;0.3440;2.60100;1.0080e+02;0.81;0.0317;1206.0;10.40
4953173;CANDIDATE;CANDIDATE;;31.183688000;0.8319;6.14000;1.3980e+02;3.21;0.2158;876.0;7.90
9838608;FALSE POSITIVE;FALSE POSITIVE;0.0000;1.332594940;0.1040;2.78300;9.2700e+01;0.89;0.0237;1665.0;7.80
4247811;FALSE POSITIVE;FALSE POSITIVE;0.0000;2.050483770;0.0130;3.67000;6.0500e+01;0.66;0.0287;1339.0;14.30
6543645;FALSE POSITIVE;FALSE POSITIVE;0.0000;1.195506180;0.4830;3.33700;2.6900e+01;0.78;0.0228;2152.0;13.30
5352640;CANDIDATE;CANDIDATE;0.9840;2.942423230;0.4470;1.51900;2.9330e+02;1.42;0.0390;1098.0;14.70
8738244;FALSE POSITIVE;FALSE POSITIVE;0.0000;0.683082998;0.6940;4.40900;1.4330e+02;9.92;0.0225;6757.0;26.10
4157052;FALSE POSITIVE;FALSE POSITIVE;0.0000;0.791771167;1.2240;2.44630;5.0920e+02;82.71;0.0198;3419.0;82.40
10006641;FALSE POSITIVE;FALSE POSITIVE;0.0000;0.894172544;0.1620;0.83020;8.6200e+01;0.68;0.0167;1461.0;16.90
10815916;FALSE POSITIVE;FALSE POSITIVE;0.0020;1.682076240;0.5600;1.51900;5.4700e+01;1.01;0.0274;1980.0;11.10
3547760;FALSE POSITIVE;FALSE POSITIVE;0.9810;9.848091700;0.1270;3.07900;1.4190e+02;0.88;0.0805;711.0;9.70
7281484;FALSE POSITIVE;FALSE POSITIVE;0.0000;0.566800593;0.2000;3.90900;1.2300e+01;0.48;0.0143;2783.0;10.40
4848115;FALSE POSITIVE;FALSE POSITIVE;0.0020;0.969602551;0.4150;1.72800;1.1100e+02;0.69;0.0170;1334.0;10.40
4048898;CANDIDATE;CANDIDATE;0.9670;13.091487800;0.1450;2.03700;3.7500e+01;0.79;0.1104;892.0;8.00
5991765;FALSE POSITIVE;FALSE POSITIVE;0.0000;9.258012940;0.1860;2.85400;8.8100e+01;1.73;0.0908;1229.0;12.90
3962872;FALSE POSITIVE;FALSE POSITIVE;0.0000;25.955404400;0.9520;8.49100;1.2270e+02;1.46;0.1720;656.0;11.60
11912911;FALSE POSITIVE;FALSE POSITIVE;0.0000;3.747882080;0.0900;4.18300;1.5340e+02;0.94;0.0450;979.0;13.60
7045435;FALSE POSITIVE;FALSE POSITIVE;0.0000;0.934792550;1.2000;4.58380;2.4750e+02;24.75;0.0178;2040.0;78.30
2972800;FALSE POSITIVE;FALSE POSITIVE;;361.436530000;0.2175;9.08000;2.7190e+02;1.56;0.9233;268.0;10.80
8573168;FALSE POSITIVE;FALSE POSITIVE;0.0010;0.896282530;0.1760;1.39700;8.6400e+01;0.76;0.0176;1670.0;13.00
10801249;FALSE POSITIVE;FALSE POSITIVE;0.0000;1.674956220;0.3990;2.99400;3.5900e+01;0.77;0.0289;1843.0;15.30
4587135;CANDIDATE;CANDIDATE;0.7670;54.081223500;0.1820;6.27900;4.1110e+02;1.54;0.2640;431.0;11.60
3857860;FALSE POSITIVE;FALSE POSITIVE;0.0000;8.234407200;0.8120;2.80800;5.9200e+01;1.49;0.0803;1263.0;11.50
5024252;FALSE POSITIVE;FALSE POSITIVE;;2.150523320;0.0303;3.44700;1.1550e+02;1.17;0.0327;1410.0;11.00
7430876;FALSE POSITIVE;FALSE POSITIVE;0.0000;32.612238100;1.2520;2.88600;1.3214e+03;31.96;0.2002;570.0;19.60
4843592;FALSE POSITIVE;FALSE POSITIVE;0.0000;0.967073359;1.2220;2.48750;7.7350e+02;28.15;0.0189;1867.0;92.40
9602775;FALSE POSITIVE;FALSE POSITIVE;0.0000;3.556427900;0.3590;6.99800;1.3140e+02;0.80;0.0417;972.0;12.30
8955709;FALSE POSITIVE;FALSE POSITIVE;0.0000;0.942997994;0.1530;1.16580;5.3920e+02;1.56;0.0166;1283.0;29.20
7031430;FALSE POSITIVE;FALSE POSITIVE;0.0000;0.566796775;0.9740;5.47100;1.4410e+02;0.61;0.0096;931.0;32.20
7133294;CONFIRMED;CANDIDATE;0.3340;13.647121100;0.6170;8.33100;7.5000e+01;1.25;0.1075;913.0;14.70
4381429;CONFIRMED;CANDIDATE;0.9720;16.473474000;0.0140;4.20100;4.7050e+02;1.63;0.1126;612.0;13.00
11912916;FALSE POSITIVE;FALSE POSITIVE;0.0000;3.747883220;0.5440;3.45000;2.4260e+02;1.32;0.0460;1031.0;16.30
12108293;FALSE POSITIVE;FALSE POSITIVE;0.0000;0.705455349;0.4470;2.46900;7.4900e+01;0.64;0.0145;1693.0;18.00
5301093;FALSE POSITIVE;FALSE POSITIVE;0.0000;488.673530000;0.4320;12.35000;6.9100e+02;2.03;1.1542;188.0;8.20
5511659;CANDIDATE;CANDIDATE;0.9670;8.529122300;0.6060;3.24100;3.2540e+02;2.08;0.0800;911.0;12.80
9640946;FALSE POSITIVE;FALSE POSITIVE;0.0000;1.089060570;0.2900;2.74300;7.6200e+01;0.75;0.0194;1511.0;10.40
9776186;FALSE POSITIVE;FALSE POSITIVE;0.2810;1.489221870;0.3930;1.88200;6.1360e+02;2.50;0.0256;1594.0;10.80
9752973;FALSE POSITIVE;FALSE POSITIVE;0.0000;0.716709761;0.9860;0.69690;6.8400e+01;1.42;0.0149;2394.0;21.20
8044600;FALSE POSITIVE;FALSE POSITIVE;0.0000;4.108381200;0.1480;3.27900;3.5280e+02;1.62;0.0497;1058.0;11.40
10220837;CONFIRMED;CANDIDATE;0.9340;1.962282625;0.1690;1.45000;6.8300e+01;0.81;0.0298;1448.0;12.90
10991239;FALSE POSITIVE;FALSE POSITIVE;;0.523629052;0.0450;3.44300;1.2200e+02;46.33;0.0154;9801.0;61.40
7583650;CANDIDATE;CANDIDATE;0.9990;6.454684500;0.9300;3.07100;6.9900e+01;1.38;0.0718;1244.0;10.80
9345819;FALSE POSITIVE;FALSE POSITIVE;0.0000;1.045886350;0.2040;2.83300;1.0270e+02;1.10;0.0210;1972.0;13.20
9180566;FALSE POSITIVE;FALSE POSITIVE;;51.313460910;;3.94000;;;;;
3867794;CANDIDATE;CANDIDATE;0.8150;0.494247662;0.3660;1.24430;2.2490e+02;1.51;0.0127;2257.0;18.10
5819801;CANDIDATE;CANDIDATE;0.5060;11.829938300;0.5020;5.16800;4.1400e+01;1.60;0.1128;1177.0;11.70
11092040;FALSE POSITIVE;FALSE POSITIVE;;419.928980000;0.0299;14.55000;2.3350e+02;1.51;1.0835;255.0;7.50
4851145;FALSE POSITIVE;FALSE POSITIVE;0.0000;1.235214580;0.4580;0.91800;8.9500e+01;0.93;0.0229;1713.0;5.00
10292540;FALSE POSITIVE;FALSE POSITIVE;0.0000;1.085229874;0.4390;0.65200;2.3810e+02;1.37;0.0203;1632.0;7.60
3732894;FALSE POSITIVE;FALSE POSITIVE;0.0000;1.540379557;0.3290;2.02600;7.6900e+01;0.81;0.0240;1581.0;14.60
6276791;CANDIDATE;CANDIDATE;0.9990;5.301797860;0.3570;2.24000;1.9720e+02;1.22;0.0587;973.0;11.50
6278762;CONFIRMED;CANDIDATE;1.0000;3.600117120;0.0250;2.39600;5.0200e+01;0.50;0.0407;938.0;21.60
6276791;CONFIRMED;CANDIDATE;0.9730;9.328679520;0.0350;1.57200;3.5440e+02;1.62;0.0856;806.0;12.70
8636600;CONFIRMED;CANDIDATE;1.0000;6.386712060;0.0150;1.20100;2.2370e+02;1.19;0.0617;811.0;11.60
10220950;FALSE POSITIVE;FALSE POSITIVE;0.0000;158.348345000;3.6550;10.55000;8.9900e+02;372.86;0.6312;409.0;17.60
10140122;CANDIDATE;CANDIDATE;0.6190;0.849362238;0.4530;1.36000;1.1490e+02;0.85;0.0169;1498.0;11.90
5033823;CANDIDATE;CANDIDATE;1.0000;0.741768294;1.2010;0.41640;6.0300e+01;72.36;0.0186;3380.0;14.00
10342316;FALSE POSITIVE;FALSE POSITIVE;0.0000;0.933769620;1.1420;7.02300;1.2580e+02;16.30;0.0185;1937.0;28.50
5305399;FALSE POSITIVE;FALSE POSITIVE;0.0000;322.483810000;0.9380;22.99000;1.0234e+03;3.50;0.9110;259.0;27.00
3223433;CANDIDATE;CANDIDATE;1.0000;61.083322000;0.6490;10.39600;2.2750e+02;1.61;0.3082;465.0;11.50
8803757;CANDIDATE;CANDIDATE;0.9950;3.594489100;0.0410;2.55700;8.9900e+01;0.98;0.0447;1178.0;10.40
12021811;FALSE POSITIVE;FALSE POSITIVE;0.0000;0.739404894;0.0770;1.75300;2.4680e+02;0.94;0.0136;1256.0;21.00
9479306;CANDIDATE;CANDIDATE;1.0000;4.860805900;0.3740;1.96600;2.5210e+02;1.21;0.0529;925.0;8.90
5437762;CANDIDATE;CANDIDATE;0.9650;4.044811590;0.3930;2.47900;3.3000e+01;0.67;0.0511;1325.0;7.50
3962684;FALSE POSITIVE;FALSE POSITIVE;0.0000;25.949641315;0.9450;11.64110;6.7800e+01;2.06;0.1720;753.0;7.60
4730442;FALSE POSITIVE;FALSE POSITIVE;0.0000;1.710512150;0.0570;1.28400;4.2200e+01;1.04;0.0270;2004.0;11.20
9447166;CONFIRMED;CANDIDATE;0.9560;62.869463000;0.9540;6.84200;3.4170e+02;1.96;0.2829;349.0;16.20
9643043;FALSE POSITIVE;FALSE POSITIVE;0.0000;84.806281800;1.2650;9.00060;9.9360e+03;36.51;0.3635;388.0;121.60
8151055;CONFIRMED;CANDIDATE;0.9900;29.963281600;0.8550;2.60000;8.9320e+02;2.24;0.1614;391.0;17.70
7177555;FALSE POSITIVE;FALSE POSITIVE;0.0000;17.996437160;1.1220;4.16400;3.6923e+04;30.08;0.1167;468.0;123.50
3348082;CONFIRMED;CANDIDATE;0.9710;11.634860090;0.0530;5.46600;2.9230e+02;2.61;0.1011;961.0;18.40
4996057;CANDIDATE;CANDIDATE;0.7940;4.830236400;0.3160;7.98300;2.2500e+01;1.06;0.0536;1453.0;11.60
8349399;CANDIDATE;CANDIDATE;0.9030;56.446465000;0.8740;7.37100;1.4790e+02;1.57;0.2871;522.0;12.40
6043562;CANDIDATE;CANDIDATE;0.9610;31.420211100;0.0750;4.02100;3.9050e+02;1.45;0.1824;471.0;10.60
10615440;CONFIRMED;CANDIDATE;0.9190;10.811831700;0.8960;2.62700;7.6800e+01;1.24;0.0994;922.0;9.50
4919550;CANDIDATE;CANDIDATE;1.0000;5.566766090;0.3920;1.81200;1.7380e+02;1.12;0.0574;859.0;12.00
5802292;FALSE POSITIVE;FALSE POSITIVE;0.0000;1.208528832;0.0390;1.33600;1.8080e+02;1.25;0.0223;1725.0;10.60
5126932;FALSE POSITIVE;FALSE POSITIVE;0.1160;208.187117850;0.3210;2.54040;3.9470e+02;1.99;0.6889;307.0;4.20
10034146;FALSE POSITIVE;FALSE POSITIVE;0.0000;0.931985040;1.1900;2.04720;3.2660e+02;17.72;0.0167;1647.0;44.50
4175105;FALSE POSITIVE;FALSE POSITIVE;0.0000;0.608185080;1.8350;0.90900;1.4470e+02;96.03;0.0137;2298.0;18.90
