kepid;koi_disposition;koi_pdisposition;koi_score;koi_period;koi_impact;koi_duration;koi_depth;koi_prad;koi_sma;koi_teq;koi_model_snr
10797460;CONFIRMED;CANDIDATE;1.0000;9.488035570;0.1460;2.95750;6.1580e+02;2.26;0.0853;793.0;35.80
10797460;CONFIRMED;CANDIDATE;0.9690;54.418382700;0.5860;4.50700;8.7480e+02;2.83;0.2734;443.0;25.80
10811496;CANDIDATE;CANDIDATE;0.0000;19.899139950;0.9690;1.78220;1.0829e+04;14.60;0.1419;638.0;76.30
10848459;FALSE POSITIVE;FALSE POSITIVE;0.0000;1.736952453;1.2760;2.40641;8.0792e+03;33.46;0.0267;1395.0;505.60
10854555;CONFIRMED;CANDIDATE;1.0000;2.525591777;0.7010;1.65450;6.0330e+02;2.75;0.0374;1406.0;40.90
10872983;CONFIRMED;CANDIDATE;1.0000;11.094320540;0.5380;4.59450;1.5175e+03;3.90;0.0992;835.0;66.50
10872983;CONFIRMED;CANDIDATE;1.0000;4.134435120;0.7620;3.14020;6.8600e+02;2.77;0.0514;1160.0;40.20
10872983;CONFIRMED;CANDIDATE;0.9920;2.566588970;0.7550;2.42900;2.2650e+02;1.59;0.0374;1360.0;15.00
6721123;FALSE POSITIVE;FALSE POSITIVE;0.0000;7.361789580;1.1690;5.02200;2.3370e+02;39.21;0.0820;1342.0;47.70
10910878;CONFIRMED;CANDIDATE;1.0000;16.068646740;0.0520;3.53470;4.9143e+03;5.76;0.1158;600.0;161.90
11446443;CONFIRMED;CANDIDATE;0.8110;2.470613377;0.8180;1.74319;1.4231e+04;13.04;0.0354;1339.0;4304.30
10666592;CONFIRMED;CANDIDATE;1.0000;2.204735417;0.2240;3.88864;6.6747e+03;16.10;0.0376;2048.0;5945.90
6922244;CONFIRMED;CANDIDATE;0.9980;3.522498429;0.6310;3.19843;9.1457e+03;14.59;0.0473;1521.0;1741.50
10984090;CONFIRMED;CANDIDATE;1.0000;3.709214104;0.0510;2.63020;1.3110e+02;1.16;0.0465;1206.0;50.60
10419211;FALSE POSITIVE;FALSE POSITIVE;0.0000;11.521446064;2.4830;3.63990;1.7984e+04;150.51;0.0978;753.0;622.10
10464078;FALSE POSITIVE;FALSE POSITIVE;0.0000;19.403937760;0.8040;12.21550;8.9187e+03;7.18;0.1230;523.0;214.70
10480982;FALSE POSITIVE;FALSE POSITIVE;0.0000;19.221388942;1.0650;4.79843;7.4284e+04;49.29;0.1417;698.0;2317.00
10485250;FALSE POSITIVE;FALSE POSITIVE;0.0000;16.469837740;0.2920;9.43780;1.0479e+04;7.94;0.1147;595.0;303.40
10526549;CONFIRMED;CANDIDATE;1.0000;9.273581730;0.3870;3.28750;1.2883e+03;2.47;0.0759;649.0;87.20
10583066;CONFIRMED;CANDIDATE;1.0000;6.029303290;0.2580;1.58210;1.9127e+03;2.85;0.0585;678.0;65.40
10583180;FALSE POSITIVE;FALSE POSITIVE;0.0000;2.696370652;0.0440;3.61290;3.9790e+02;1.58;0.0349;1066.0;48.20
10601284;CONFIRMED;CANDIDATE;1.0000;5.349553819;0.0920;3.02780;8.3100e+02;2.55;0.0563;919.0;60.60
10601284;CONFIRMED;CANDIDATE;0.9800;3.941052210;0.2260;2.59840;3.6330e+02;1.70;0.0460;1018.0;28.90
10601284;CONFIRMED;CANDIDATE;0.9710;8.109048070;0.0250;3.59600;2.1740e+02;1.30;0.0743;800.0;14.10
2306756;FALSE POSITIVE;FALSE POSITIVE;;386.603052800;0.9765;6.80570;2.4927e+04;41.50;1.0719;297.0;994.00
10662202;CONFIRMED;CANDIDATE;1.0000;21.676991930;0.8960;3.45550;8.5720e+02;2.95;0.1408;530.0;34.30
10682541;CONFIRMED;CANDIDATE;1.0000;4.996779680;0.7100;2.17170;9.3470e+02;2.78;0.0559;917.0;28.20
11460018;CONFIRMED;CANDIDATE;1.0000;4.280963604;0.4240;2.87500;7.5080e+02;2.30;0.0503;1012.0;61.80
11463211;FALSE POSITIVE;FALSE POSITIVE;0.0000;1.506354090;0.8600;1.51550;2.2117e+03;4.53;0.0250;1452.0;181.10
11465813;FALSE POSITIVE;FALSE POSITIVE;0.0000;670.645531000;0.7010;53.41200;1.8091e+04;14.14;1.5155;196.0;642.70
11493732;FALSE POSITIVE;FALSE POSITIVE;0.0000;61.256362800;1.2480;7.63300;5.1233e+03;39.87;0.3137;505.0;85.30
11507101;CONFIRMED;CANDIDATE;1.0000;38.377548600;0.4680;5.58800;7.2420e+02;2.82;0.2163;529.0;34.70
10910878;CONFIRMED;CANDIDATE;0.9920;41.197255020;0.0450;4.62970;2.2139e+03;3.86;0.2170;439.0;51.20
10910878;CONFIRMED;CANDIDATE;1.0000;6.252962249;0.1050;2.58190;1.0369e+03;2.65;0.0617;823.0;47.10
10987985;CONFIRMED;CANDIDATE;1.0000;16.013084190;0.7990;3.25540;1.1219e+03;3.10;0.1148;593.0;33.20
11018648;CONFIRMED;CANDIDATE;1.0000;32.628766720;0.0210;4.79710;1.8048e+03;3.36;0.1889;506.0;80.00
11018648;CONFIRMED;CANDIDATE;0.9780;91.773286200;0.6060;6.47300;6.5200e+02;2.12;0.3764;359.0;19.10
11138155;CONFIRMED;CANDIDATE;1.0000;4.959319244;0.8310;2.22739;9.8020e+03;12.21;0.0565;1103.0;696.50
11152159;FALSE POSITIVE;FALSE POSITIVE;0.0000;2.701287801;1.0160;3.38270;8.6040e+02;6.54;0.0365;1222.0;48.30
11153539;CONFIRMED;CANDIDATE;1.0000;4.498765110;0.3120;3.73620;4.6000e+02;2.10;0.0542;1133.0;29.50
11242721;FALSE POSITIVE;FALSE POSITIVE;0.0000;19.651209505;0.7230;5.25140;1.1766e+04;12.42;0.1433;730.0;513.40
9579641;CONFIRMED;CANDIDATE;1.0000;5.412203927;0.7870;2.94720;6.0160e+02;2.94;0.0591;1093.0;166.70
11304958;CONFIRMED;CANDIDATE;0.9980;41.439586620;0.3550;10.59890;2.7931e+03;5.50;0.2288;516.0;141.10
11391957;CONFIRMED;CANDIDATE;1.0000;8.353895230;0.0230;2.25140;1.0416e+03;2.52;0.0768;790.0;43.40
11403044;CONFIRMED;CANDIDATE;1.0000;4.125543472;0.5970;3.17440;1.4873e+03;4.43;0.0529;1243.0;128.60
11414511;CONFIRMED;CANDIDATE;1.0000;2.816504904;0.1050;2.50587;1.6814e+04;12.21;0.0383;1219.0;1406.80
11442465;FALSE POSITIVE;FALSE POSITIVE;0.0000;33.933734470;0.8120;14.56100;8.5037e+03;7.34;0.1881;430.0;236.10
12110942;CONFIRMED;CANDIDATE;1.0000;3.689920099;0.1510;2.65570;4.2670e+02;1.89;0.0469;1147.0;35.60
12366084;CONFIRMED;CANDIDATE;1.0000;4.431238488;0.4050;3.15000;1.0109e+03;3.25;0.0529;1104.0;71.10
12366084;CONFIRMED;CANDIDATE;1.0000;11.379369860;0.9110;2.62550;1.0235e+03;3.95;0.0993;806.0;37.90
12404086;CONFIRMED;CANDIDATE;1.0000;26.394328970;0.6020;3.57300;1.5109e+03;3.07;0.1635;489.0;48.20
8395660;CONFIRMED;CANDIDATE;1.0000;13.570782810;0.8660;3.35390;5.1170e+02;2.64;0.1096;785.0;88.40
9579641;CONFIRMED;CANDIDATE;1.0000;7.125943870;0.8980;3.00140;1.9240e+02;1.79;0.0711;997.0;47.10
11656840;FALSE POSITIVE;FALSE POSITIVE;0.0140;7.442652004;0.1370;2.30780;2.4446e+04;15.03;0.0742;967.0;835.60
11754553;CONFIRMED;CANDIDATE;1.0000;16.384899880;0.0010;3.02490;1.1271e+03;2.00;0.1084;433.0;28.90
11754553;CONFIRMED;CANDIDATE;1.0000;7.877416300;0.0410;2.08050;1.3061e+03;2.16;0.0665;553.0;38.70
11754553;CONFIRMED;CANDIDATE;1.0000;36.445400100;0.0280;4.00700;1.1223e+03;1.99;0.1847;332.0;21.70
11812062;CONFIRMED;CANDIDATE;1.0000;3.728732147;0.5580;2.68300;5.2265e+03;6.02;0.0455;1023.0;345.20
11818800;CANDIDATE;CANDIDATE;0.9990;40.419503700;0.9110;3.36200;6.2560e+03;7.51;0.2062;467.0;36.90
11853255;CONFIRMED;CANDIDATE;1.0000;2.243380573;0.9150;1.11960;8.2170e+02;1.99;0.0280;822.0;38.90
11909839;FALSE POSITIVE;FALSE POSITIVE;0.0000;10.405998015;0.3240;6.50360;1.4489e+04;11.23;0.0855;833.0;745.20
11918099;CONFIRMED;CANDIDATE;1.0000;2.337437946;0.2800;1.99820;9.7120e+02;2.34;0.0325;1070.0;82.40
11918099;CANDIDATE;CANDIDATE;0.9930;7.240661200;1.1980;0.55800;5.5640e+02;19.45;0.0692;734.0;13.70
9579641;CANDIDATE;CANDIDATE;0.8710;3.435916310;0.6240;3.13300;2.3200e+01;0.55;0.0437;1272.0;8.70
11923270;CONFIRMED;CANDIDATE;1.0000;11.598222330;0.6790;2.52370;2.8045e+03;2.65;0.0798;396.0;71.00
11960862;CONFIRMED;CANDIDATE;1.0000;6.575315881;0.3900;4.30840;2.7933e+03;5.31;0.0670;1015.0;221.10
12020329;CONFIRMED;CANDIDATE;1.0000;7.275040844;0.5470;7.53770;3.0010e+03;4.86;0.0732;833.0;312.10
12066335;CONFIRMED;CANDIDATE;1.0000;19.271538920;0.0310;2.75940;1.2198e+03;1.93;0.1171;393.0;37.10
12066335;CONFIRMED;CANDIDATE;1.0000;10.065243170;0.6280;1.36900;1.0533e+03;1.91;0.0760;488.0;30.30
12070811;CONFIRMED;CANDIDATE;1.0000;12.393565100;0.8830;3.88960;9.1660e+02;2.66;0.0983;677.0;35.80
8395660;CONFIRMED;CANDIDATE;0.9980;43.844397210;0.8520;6.80200;6.1520e+02;2.87;0.2395;531.0;83.70
3120431;FALSE POSITIVE;FALSE POSITIVE;0.0000;3.341913228;1.2130;3.81300;7.2530e+02;21.55;0.0415;1032.0;39.00
3246984;FALSE POSITIVE;FALSE POSITIVE;0.7730;1.626630225;1.2600;2.11450;1.6206e+03;32.43;0.0260;1547.0;103.60
3342970;CONFIRMED;CANDIDATE;1.0000;2.711504086;0.0230;3.00990;8.3750e+02;3.12;0.0401;1420.0;64.50
3342970;CONFIRMED;CANDIDATE;1.0000;7.212037480;0.0120;4.04910;9.5040e+02;3.32;0.0770;1025.0;51.50
12459725;FALSE POSITIVE;FALSE POSITIVE;;14.179818700;0.1601;2.50500;4.5990e+02;1.88;0.1137;711.0;11.20
12470844;CONFIRMED;CANDIDATE;1.0000;8.472379110;0.0220;2.72450;1.1235e+03;2.59;0.0778;751.0;47.60
12470844;CONFIRMED;CANDIDATE;0.9890;60.418936900;0.0940;5.03900;9.3130e+02;2.36;0.2884;390.0;20.10
12644822;CONFIRMED;CANDIDATE;1.0000;12.611904345;0.5500;5.14970;6.1056e+03;7.40;0.1058;753.0;277.20
2440757;FALSE POSITIVE;FALSE POSITIVE;0.0000;1.433769925;1.2680;1.88680;1.9763e+03;46.58;0.0256;1920.0;112.60
2445129;FALSE POSITIVE;FALSE POSITIVE;0.0000;10.318723010;1.2150;3.83600;8.7170e+02;28.59;0.0944;876.0;38.20
2713049;CONFIRMED;CANDIDATE;1.0000;2.539183147;0.2380;2.42820;3.8210e+02;2.06;0.0355;1332.0;38.90
3114167;CONFIRMED;CANDIDATE;1.0000;6.770300385;0.8380;2.08440;1.3040e+03;2.77;0.0640;812.0;50.80
3114661;FALSE POSITIVE;FALSE POSITIVE;0.0000;0.444291966;1.2580;2.07920;1.0967e+04;27.51;0.0101;1836.0;299.70
3115833;CANDIDATE;CANDIDATE;1.0000;10.181584004;0.9200;3.50890;5.7411e+03;7.73;0.0884;812.0;183.60
4139816;CONFIRMED;CANDIDATE;1.0000;20.060363360;0.5560;3.32030;1.4947e+03;1.96;0.1150;361.0;35.20
4139816;CONFIRMED;CANDIDATE;1.0000;46.184203900;0.0130;4.75800;1.3947e+03;1.83;0.2005;273.0;26.00
8395660;CONFIRMED;CANDIDATE;0.9520;23.980085400;0.9500;5.35100;1.0400e+02;1.31;0.1602;649.0;17.10
4139816;CONFIRMED;CANDIDATE;0.9940;7.825021680;0.7080;2.18600;5.2080e+02;1.20;0.0614;494.0;15.90
4275191;CONFIRMED;CANDIDATE;1.0000;3.895936525;0.5240;2.31110;8.5448e+03;7.34;0.0460;1005.0;370.80
4476123;CONFIRMED;CANDIDATE;0.9990;22.366464660;0.4000;5.22800;9.8680e+02;2.32;0.1449;536.0;32.10
3351888;CONFIRMED;CANDIDATE;1.0000;1.625522174;0.0760;2.38963;7.9690e+03;9.73;0.0265;1579.0;799.70
3453214;CANDIDATE;CANDIDATE;1.0000;19.620346923;0.4580;2.00380;2.1725e+04;13.60;0.1389;643.0;340.50
3554600;FALSE POSITIVE;FALSE POSITIVE;0.0000;7.544039000;1.1750;6.22200;3.2260e+02;17.47;0.0731;838.0;14.20
3641726;CONFIRMED;CANDIDATE;1.0000;9.029306890;0.0240;3.14490;1.0198e+03;2.57;0.0796;757.0;53.90
3734868;FALSE POSITIVE;FALSE POSITIVE;0.0530;10.328035714;0.2810;7.79150;1.6918e+04;13.28;0.0888;843.0;636.80
3832474;CONFIRMED;CANDIDATE;1.0000;143.206304700;0.3790;8.93020;1.0566e+04;8.90;0.5336;308.0;138.80
8395660;CONFIRMED;CANDIDATE;0.9500;6.164876000;0.6460;3.26200;5.5800e+01;0.79;0.0648;1021.0;14.40
3832474;CONFIRMED;CANDIDATE;0.7450;60.324942160;0.2240;6.61880;2.0280e+04;12.19;0.2998;411.0;347.20
3832474;CONFIRMED;CANDIDATE;;29.159861500;0.3619;4.80300;4.8800e+02;1.91;0.1847;524.0;11.60
3836375;FALSE POSITIVE;FALSE POSITIVE;0.0000;1.540397253;1.2250;2.15410;8.1610e+02;25.69;0.0264;1470.0;38.80
3838486;FALSE POSITIVE;FALSE POSITIVE;0.0000;2.990254430;0.0140;5.41400;5.8920e+02;1.70;0.0367;918.0;48.50
3935914;CONFIRMED;CANDIDATE;1.0000;1.594745374;0.5140;1.96040;1.5044e+04;11.30;0.0258;1539.0;1009.30
3940418;CONFIRMED;CANDIDATE;1.0000;4.783002698;0.0030;2.33500;1.0087e+03;2.50;0.0535;886.0;70.60
4049131;CONFIRMED;CANDIDATE;1.0000;20.505889210;0.2600;4.05950;2.1055e+03;3.41;0.1326;518.0;78.50
4139816;CONFIRMED;CANDIDATE;1.0000;3.340218842;0.4660;1.91040;1.6326e+03;2.03;0.0348;656.0;71.60
5287983;FALSE POSITIVE;FALSE POSITIVE;0.0000;2.507089906;1.2550;2.00670;1.3392e+03;30.26;0.0365;1326.0;64.90
5358241;CONFIRMED;CANDIDATE;1.0000;18.649327280;0.0800;4.40560;8.9360e+02;3.12;0.1390;701.0;46.10
10875245;CONFIRMED;CANDIDATE;1.0000;4.901449760;0.5290;4.16540;1.4070e+02;1.70;0.0586;1262.0;50.60
5358241;CONFIRMED;CANDIDATE;0.9980;9.751921010;0.9490;4.79300;4.1800e+02;2.76;0.0902;870.0;28.50
5358241;CONFIRMED;CANDIDATE;1.0000;38.557654600;0.9110;5.79400;9.9300e+02;4.02;0.2255;550.0;39.70
5358624;CONFIRMED;CANDIDATE;0.9900;3.525632539;0.1200;2.59959;2.2335e+04;11.58;0.0431;975.0;1996.70
4544670;CANDIDATE;CANDIDATE;1.0000;34.843986440;0.9340;2.93150;4.5236e+03;7.61;0.1971;511.0;76.80
4664847;CONFIRMED;CANDIDATE;1.0000;7.748094239;0.5170;3.59570;2.4721e+03;5.52;0.0810;964.0;113.20
4725681;CONFIRMED;CANDIDATE;1.0000;23.967936690;0.4160;3.82700;1.1823e+03;1.80;0.1322;329.0;27.50
4725681;CONFIRMED;CANDIDATE;0.9950;8.295617380;0.8880;1.34210;8.2430e+02;1.82;0.0652;469.0;17.90
4913852;CONFIRMED;CANDIDATE;1.0000;8.114374820;0.5730;2.27360;1.5580e+03;2.10;0.0649;460.0;56.40
4932348;FALSE POSITIVE;FALSE POSITIVE;0.0000;38.036729482;0.5010;4.34617;8.2872e+04;27.50;0.2252;500.0;1300.00
4936180;CANDIDATE;CANDIDATE;0.0000;4.640900310;1.2800;35.51200;2.4506e+03;30.09;0.0503;1155.0;296.90
11913073;FALSE POSITIVE;FALSE POSITIVE;0.0000;3.747838198;1.1210;5.06420;6.1600e+02;13.65;0.0460;1031.0;138.20
10875245;CONFIRMED;CANDIDATE;0.9920;14.749148250;0.1730;6.09950;4.3020e+02;2.89;0.1221;874.0;107.40
5021899;CONFIRMED;CANDIDATE;1.0000;21.812959960;0.0530;4.37910;1.1754e+03;3.38;0.1495;639.0;37.80
5077629;FALSE POSITIVE;FALSE POSITIVE;0.0000;7.919369370;0.7330;3.31480;1.5148e+04;10.34;0.0737;814.0;389.00
5115978;CANDIDATE;CANDIDATE;;1.028436523;1.5734;1.86060;8.0980e+03;72.77;0.0197;1947.0;89.60
5164255;CONFIRMED;CANDIDATE;1.0000;15.375623690;0.6920;3.31690;1.5337e+04;11.01;0.1121;600.0;166.00
5252423;CONFIRMED;CANDIDATE;1.0000;8.103632710;0.0470;3.16100;8.8790e+02;2.11;0.0712;687.0;39.30
5252423;CONFIRMED;CANDIDATE;1.0000;4.715108430;0.2580;2.50600;4.1750e+02;1.46;0.0496;823.0;21.30
5272878;CONFIRMED;CANDIDATE;1.0000;6.365839713;0.5240;2.97210;7.8070e+02;2.44;0.0659;914.0;70.80
5283542;FALSE POSITIVE;FALSE POSITIVE;0.0370;5.975817540;0.9410;3.06500;9.6240e+02;3.86;0.0660;1047.0;50.30
5649215;FALSE POSITIVE;FALSE POSITIVE;0.0000;2.446737317;1.2410;4.72110;1.1779e+03;26.25;0.0351;1261.0;110.20
5651104;CONFIRMED;CANDIDATE;1.0000;3.040330460;0.7360;1.84110;1.0859e+04;8.99;0.0374;1021.0;568.20
5792202;CONFIRMED;CANDIDATE;1.0000;15.335286750;0.7730;3.89700;3.0814e+03;5.00;0.1179;610.0;86.60
10875245;CONFIRMED;CANDIDATE;0.9980;7.958253280;0.7060;4.37700;5.0000e+01;1.06;0.0809;1074.0;14.70
5792202;CONFIRMED;CANDIDATE;1.0000;31.330461350;0.7980;5.17600;5.0738e+03;6.50;0.1898;481.0;117.20
5370302;FALSE POSITIVE;FALSE POSITIVE;0.0060;3.904342500;0.7090;3.83100;1.6228e+04;12.28;0.0484;1104.0;323.40
5372966;FALSE POSITIVE;FALSE POSITIVE;0.0000;9.286358079;0.3770;3.49949;4.4791e+04;17.61;0.0810;796.0;1671.10
5376067;FALSE POSITIVE;FALSE POSITIVE;0.0000;3.951405455;1.2760;2.18620;2.4539e+03;31.44;0.0482;1133.0;117.20
5436502;CONFIRMED;CANDIDATE;0.9990;23.653694150;0.0080;8.21830;3.3418e+03;7.89;0.1658;731.0;266.30
5436502;CONFIRMED;CANDIDATE;0.9960;13.233522140;0.0140;6.73720;5.0460e+02;3.06;0.1126;888.0;49.10
5436502;CONFIRMED;CANDIDATE;0.9970;6.155602850;0.2350;4.98430;2.8500e+02;2.32;0.0676;1146.0;35.10
5436502;CONFIRMED;CANDIDATE;1.0000;2.090811305;0.7460;3.38800;1.1590e+02;1.62;0.0329;1642.0;19.90
10875245;CONFIRMED;CANDIDATE;0.9950;3.180027898;0.1960;3.57970;1.2030e+02;1.53;0.0439;1458.0;50.40
5436502;CONFIRMED;CANDIDATE;0.9890;50.446741700;0.3790;7.15900;3.7030e+02;2.67;0.2747;568.0;19.40
5456651;CONFIRMED;CANDIDATE;1.0000;11.763071640;0.0480;2.90760;1.0373e+03;2.35;0.0954;616.0;48.90
5456651;CONFIRMED;CANDIDATE;0.8780;56.227927100;0.7000;3.57000;8.6270e+02;2.37;0.2707;366.0;20.90
5481416;FALSE POSITIVE;FALSE POSITIVE;0.0000;2.384052875;1.1780;3.09180;1.2681e+03;17.06;0.0308;1010.0;50.50
5531576;CONFIRMED;CANDIDATE;1.0000;7.953547000;0.3000;2.63120;8.7540e+02;2.25;0.0712;696.0;38.40
5531576;CONFIRMED;CANDIDATE;1.0000;4.144516560;0.0040;2.34210;3.9180e+02;1.48;0.0461;864.0;22.80
5534814;FALSE POSITIVE;FALSE POSITIVE;0.0000;4.859386384;1.2590;2.27570;6.0443e+03;38.33;0.0571;1114.0;269.70
6291653;CONFIRMED;CANDIDATE;0.9990;10.526294577;0.6440;2.52110;9.7680e+03;8.24;0.0880;713.0;482.30
6392727;CONFIRMED;CANDIDATE;1.0000;4.583520948;0.0450;2.70550;3.8121e+03;5.39;0.0535;1038.0;99.50
6422070;CONFIRMED;CANDIDATE;0.8760;3.761818430;0.9260;3.51760;5.1060e+02;2.66;0.0470;1121.0;35.90
6428700;CONFIRMED;CANDIDATE;1.0000;8.203969580;0.8230;2.96670;1.0244e+03;3.01;0.0735;742.0;54.40
6428700;CONFIRMED;CANDIDATE;1.0000;14.496451860;0.9700;4.01600;6.4750e+02;3.01;0.1074;613.0;25.70
5792202;CONFIRMED;CANDIDATE;1.0000;6.546261490;0.6440;2.75000;6.5590e+02;2.19;0.0668;810.0;24.80
5794379;CONFIRMED;CANDIDATE;1.0000;12.718098660;0.4270;3.09570;1.1494e+03;2.31;0.0934;562.0;52.70
5794379;CONFIRMED;CANDIDATE;0.9990;36.065881630;0.2600;4.32460;1.5638e+03;2.64;0.1871;397.0;51.70
5881688;CONFIRMED;CANDIDATE;1.0000;4.190425659;0.4580;2.85890;2.8774e+03;6.21;0.0535;1234.0;240.60
6022556;CONFIRMED;CANDIDATE;1.0000;3.709870784;0.0230;3.06940;2.0203e+03;4.35;0.0471;1151.0;116.10
6032497;CONFIRMED;CANDIDATE;1.0000;16.329752700;0.7910;6.27100;1.1875e+03;3.75;0.1255;727.0;74.60
6061119;CONFIRMED;CANDIDATE;0.9850;27.807566216;0.7820;4.21587;2.5391e+04;13.84;0.1711;554.0;748.10
6191521;CONFIRMED;CANDIDATE;0.9420;80.872346900;0.5270;11.19500;3.6046e+03;7.59;0.3577;452.0;160.90
6267425;FALSE POSITIVE;FALSE POSITIVE;0.0000;3.166465862;1.2660;2.93810;4.3572e+03;26.82;0.0371;954.0;122.10
3531558;CONFIRMED;CANDIDATE;0.9120;24.993243190;0.6860;5.94090;2.6960e+02;2.29;0.1651;712.0;62.00
6276477;CONFIRMED;CANDIDATE;1.0000;10.355331160;0.0290;3.17750;7.5060e+02;2.47;0.0895;777.0;49.20
6863998;CONFIRMED;CANDIDATE;1.0000;16.085189370;0.8670;3.98400;1.4424e+03;3.68;0.1173;613.0;62.60
6867155;CANDIDATE;CANDIDATE;0.9980;235.998639900;0.7780;8.22840;2.0715e+04;10.59;0.6534;188.0;271.80
6948054;CONFIRMED;CANDIDATE;1.0000;7.490183050;0.0200;2.72970;1.1236e+03;2.56;0.0703;753.0;53.00
6948054;CONFIRMED;CANDIDATE;1.0000;36.276123800;0.0350;4.78650;1.5726e+03;3.03;0.2012;445.0;45.50
6948054;CONFIRMED;CANDIDATE;1.0000;17.460879310;0.5940;2.26410;8.1240e+02;2.32;0.1236;568.0;22.60
6435936;CONFIRMED;CANDIDATE;0.9960;56.056075400;0.0180;4.68500;1.6260e+03;1.94;0.2280;233.0;27.40
6522242;CONFIRMED;CANDIDATE;0.9740;41.408316686;0.3770;5.02640;2.2839e+04;11.38;0.2162;453.0;907.80
6526710;CANDIDATE;CANDIDATE;0.9940;39.748930770;0.8810;7.30510;1.5179e+04;14.21;0.2311;552.0;561.10
6587280;CONFIRMED;CANDIDATE;1.0000;5.715425977;0.3480;2.52420;9.0810e+02;2.47;0.0611;850.0;59.40
9471974;CONFIRMED;CANDIDATE;0.9590;49.183941850;0.0350;11.33640;1.6462e+03;8.20;0.2829;669.0;355.70
6587280;CONFIRMED;CANDIDATE;0.9940;20.026141200;0.9570;1.61100;4.2120e+02;2.28;0.1409;559.0;10.70
6599919;CANDIDATE;CANDIDATE;0.0000;13.610148190;1.0810;2.59400;5.7329e+03;19.02;0.1061;733.0;184.10
6675056;FALSE POSITIVE;FALSE POSITIVE;0.0000;10.443319910;0.2300;2.74300;1.1598e+03;2.66;0.0857;667.0;51.70
6685526;CONFIRMED;CANDIDATE;1.0000;2.237489571;0.1280;1.81190;3.1580e+02;1.41;0.0325;1160.0;30.70
6756669;FALSE POSITIVE;FALSE POSITIVE;0.0000;5.851520671;0.2110;3.11058;3.3004e+04;14.62;0.0591;901.0;1630.40
6784235;CONFIRMED;CANDIDATE;1.0000;3.167893418;0.0260;2.18140;7.8120e+02;2.62;0.0426;1221.0;64.80
6849310;CONFIRMED;CANDIDATE;1.0000;4.311780262;0.1960;2.72510;1.1540e+03;3.11;0.0511;1038.0;86.10
6849310;CONFIRMED;CANDIDATE;1.0000;20.050449400;0.3830;4.55600;8.4090e+02;2.69;0.1423;622.0;37.80
6849310;CONFIRMED;CANDIDATE;1.0000;9.767345030;0.9000;1.65850;5.6910e+02;2.67;0.0881;791.0;21.10
6862328;CANDIDATE;CANDIDATE;1.0000;119.020704400;0.0760;8.14050;7.4305e+03;8.98;0.4582;366.0;223.50
9471974;CONFIRMED;CANDIDATE;0.9870;190.320046800;0.8120;15.28400;1.1417e+03;7.78;0.6972;426.0;139.30
6862603;FALSE POSITIVE;FALSE POSITIVE;0.0000;2.861159894;0.9650;1.88320;1.0143e+03;4.37;0.0406;1355.0;58.30
7366258;CONFIRMED;CANDIDATE;1.0000;26.444393370;0.0300;3.97830;1.8435e+03;3.91;0.1687;562.0;88.00
7366258;CONFIRMED;CANDIDATE;0.9830;51.539979720;0.1830;6.39940;3.6443e+03;5.51;0.2632;450.0;155.50
7366258;CONFIRMED;CANDIDATE;1.0000;5.902245782;0.2090;2.90030;7.0230e+02;2.43;0.0621;926.0;59.30
7366258;CONFIRMED;CANDIDATE;1.0000;2.382951591;0.4790;1.88760;3.9160e+02;1.86;0.0339;1253.0;41.40
7373451;CONFIRMED;CANDIDATE;1.0000;21.022506080;0.0360;4.10720;1.7725e+03;3.07;0.1378;521.0;62.40
6948054;CONFIRMED;CANDIDATE;1.0000;3.219814777;0.0600;2.06420;4.8820e+02;1.69;0.0400;998.0;30.50
6949607;CONFIRMED;CANDIDATE;1.0000;5.912273234;0.1700;2.32540;9.6140e+02;1.73;0.0537;585.0;62.80
6949607;CONFIRMED;CANDIDATE;1.0000;8.985819010;0.0080;2.86060;8.8130e+02;1.65;0.0709;509.0;51.80
7031517;CANDIDATE;CANDIDATE;0.0000;12.940668656;0.8970;2.48450;4.2450e+04;22.94;0.1039;723.0;307.50
11869052;FALSE POSITIVE;FALSE POSITIVE;0.5730;20.545237500;0.9500;2.51700;2.1850e+02;2.41;0.1437;742.0;18.50
7109675;CONFIRMED;CANDIDATE;1.0000;33.601233710;0.6700;4.40560;7.4259e+03;8.46;0.1956;495.0;247.90
7109675;CONFIRMED;CANDIDATE;1.0000;6.766529280;0.4290;2.90040;4.5070e+02;1.97;0.0672;845.0;29.20
7118364;CONFIRMED;CANDIDATE;1.0000;4.347288783;0.0250;2.10240;4.5160e+02;2.36;0.0524;1174.0;39.70
7134976;CONFIRMED;CANDIDATE;1.0000;4.601811819;0.5670;2.26070;7.5590e+02;2.35;0.0501;896.0;60.80
7134976;CONFIRMED;CANDIDATE;0.9970;11.187199050;0.3870;3.25200;3.5360e+02;1.55;0.0907;667.0;21.90
7135852;CONFIRMED;CANDIDATE;1.0000;4.220965778;0.7050;3.08540;2.2600e+03;2.62;0.0418;595.0;157.80
7270230;FALSE POSITIVE;FALSE POSITIVE;0.0000;6.998099523;7.3610;2.04880;2.0285e+04;588.66;0.0698;853.0;192.30
7287995;CONFIRMED;CANDIDATE;1.0000;5.954899930;0.3270;2.38920;1.4107e+03;2.33;0.0554;635.0;87.20
7287995;CONFIRMED;CANDIDATE;1.0000;12.039874880;0.2860;2.73630;1.2506e+03;2.18;0.0886;502.0;57.60
